datetime_4h,sent_btc_finbert,count_btc,sent_tech_finbert,count_tech,sent_macro_finbert,count_macro,sent_total_finbert,count_total,sent_weighted_finbert
2025-11-12 00:00:00,-0.21487241983413696,14,-0.2580280900001526,2.0,0.012407898902893066,7.0,-0.15349753697713217,23.0,-0.1494528158201497
2025-11-12 04:00:00,0.18457136551539102,3,-0.6041770776112875,3.0,0.2567363418638706,16.0,-0.05428979007734195,22.0,0.12949837873814804
2025-11-12 08:00:00,-0.02096659317612648,16,-0.32498568296432495,5.0,0.2756078839302063,13.0,-0.02344813073674838,34.0,0.04772084073458309
2025-11-12 12:00:00,0.023511793464422226,24,0.22847669571638107,8.0,0.028506444560156927,9.0,0.09349831124698675,41.0,0.06460133193347758
2025-11-12 16:00:00,-0.053651128496442525,21,0.002725359797477722,20.0,0.06877321004867554,7.0,0.005949147116570244,48.0,-0.012307375666915333
2025-11-12 20:00:00,-0.043809646651858374,21,-0.0760579024042402,7.0,-0.19450248990740096,7.0,-0.10479001298783318,35.0,-0.08039786643047243
2025-11-13 00:00:00,0.13124701806477138,7,0.0,2.0,0.029898300766944885,4.0,0.05371510627723875,13.0,0.0798709483632669
2025-11-13 04:00:00,0.22650065422058105,5,0.0,2.0,-0.14607213536898295,15.0,0.026809506283866035,22.0,-0.0481172163159394
2025-11-13 08:00:00,0.15349113941192627,10,0.0,2.0,-0.14207560320695242,12.0,0.0038051787349912825,24.0,-0.007083160178888944
2025-11-13 12:00:00,0.12324837363999465,29,-0.13959277669588724,6.0,0.10272889998224047,18.0,0.028794832308782627,53.0,0.08652389385282284
2025-11-13 16:00:00,-0.037715514500935875,27,-0.1279699852069219,12.0,0.03226687014102936,12.0,-0.04447287652227614,51.0,-0.04248541709590441
2025-11-13 20:00:00,-0.21577221155166626,21,-0.2769324858983358,15.0,-0.6473682150244713,8.0,-0.38002430415815774,44.0,-0.3150943056387467
2025-11-14 00:00:00,-0.05353829264640808,14,-0.10553162097930908,5.0,-0.5501385276967828,11.0,-0.23640281377416664,30.0,-0.2442906001389321
2025-11-14 04:00:00,-0.06720930337905884,11,0.07245534658432007,3.0,-0.7043449953198433,8.0,-0.23303298403819403,22.0,-0.27984982987167883
2025-11-14 08:00:00,-0.02499198251300388,9,0.0,7.0,-0.11781173348426818,10.0,-0.047601238665757356,26.0,-0.05396327603538784
2025-11-14 12:00:00,-0.17782088301398538,22,-0.1497055192788442,6.0,-0.08813227274838616,17.0,-0.13855289168040524,45.0,-0.14018980394003133
2025-11-14 16:00:00,-0.08119041991956306,33,-0.012203229325158256,14.0,-0.2790667781463036,13.0,-0.1241534757970083,60.0,-0.10796661971200129
2025-11-14 20:00:00,-0.2787095531821251,8,-0.16446474691232046,6.0,-0.47389746374554104,9.0,-0.3056905879466622,23.0,-0.32528443814730207
2025-11-15 00:00:00,0.0,7,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2025-11-15 04:00:00,-0.07063548131422563,11,0.0,1.0,-0.12202206254005432,6.0,-0.06421918128476,18.0,-0.08384014826991146
2025-11-15 08:00:00,0.10406460416944403,19,-0.21738466620445251,2.0,0.4409249424934387,4.0,0.10920162681947675,25.0,0.13224631661847294
2025-11-15 12:00:00,-0.13434099047272294,27,0.25730515718460084,5.0,-0.3968103528022766,4.0,-0.0912820620301329,36.0,-0.109108954637737
2025-11-15 16:00:00,-0.04733248551686605,18,0.25712674856185913,4.0,0.0,1.0,0.06993142101499769,23.0,0.007674880646395602
2025-11-15 20:00:00,-0.03484311501185099,15,-0.424124538898468,2.0,-0.2723352462053299,4.0,-0.24376763337188298,21.0,-0.11715413269640376
2025-11-16 00:00:00,-0.14110501110553741,8,0.0,2.0,0.0,0.0,-0.0470350037018458,10.0,-0.11288400877154592
2025-11-16 04:00:00,0.0,2,0.0,1.0,0.8263729214668274,3.0,0.27545764048894245,6.0,0.4131864600447696
2025-11-16 08:00:00,0.048771030373043485,9,0.4639732241630554,2.0,0.3726303776105245,3.0,0.2951248773822078,14.0,0.17748406091001678
2025-11-16 12:00:00,0.07337164878845215,19,0.0,2.0,-0.5916563123464584,4.0,-0.17276155451933542,25.0,-0.03890255688064869
2025-11-16 16:00:00,-0.08259437481562297,24,0.0,2.0,-0.17199933528900146,3.0,-0.08486457003487481,29.0,-0.08614700002001674
2025-11-16 20:00:00,0.06033422691481454,35,0.0,2.0,0.0,1.0,0.020111408971604846,38.0,0.05557099845954734
2025-11-17 00:00:00,0.05454673171043396,10,-0.2487909197807312,4.0,0.16274412320210382,13.0,-0.010500021622731143,27.0,0.06170286070339763
2025-11-17 04:00:00,-0.6360214551289877,3,0.0,1.0,-0.5226293422959067,11.0,-0.38621693247496475,15.0,-0.5104658083691519
2025-11-17 08:00:00,-0.15345687005254957,18,0.3758098582426707,6.0,0.3671073913574219,7.0,0.19648679318251436,31.0,0.0665286202369935
2025-11-17 12:00:00,-0.19291705744607107,28,-0.11631452292203903,12.0,0.23535007238388062,10.0,-0.024627169328076497,50.0,-0.08887902317653724
2025-11-17 16:00:00,-0.2243831790983677,16,-0.20806828472349378,9.0,0.08816190560658772,6.0,-0.11476318607175794,31.0,-0.15915399976949227
2025-11-17 20:00:00,0.06827046757652647,21,0.11177666982014973,12.0,-0.46694624423980713,6.0,-0.09563303561437697,39.0,-0.0006840412431576877
2025-11-18 00:00:00,-0.32494238018989563,10,0.0,2.0,-0.16948720812797546,10.0,-0.1648098627726237,22.0,-0.2247407218605138
2025-11-18 04:00:00,0.0,8,-0.7102474272251129,2.0,0.046119964122772215,10.0,-0.22137582103411357,20.0,-0.0479647606371428
2025-11-18 08:00:00,-0.070145982503891,10,-0.4836936891078949,2.0,-0.2307183092290705,11.0,-0.2615193269469522,23.0,-0.18290211317154148
2025-11-18 12:00:00,-0.06698699593544007,30,0.16921838430257943,13.0,-0.5098215818405152,15.0,-0.1358633978244586,58.0,-0.12857059669744295
2025-11-18 16:00:00,-0.12325007716814677,24,0.05894515249464247,9.0,-0.5758484482765198,5.0,-0.21338445765000805,38.0,-0.13965099262025865
2025-11-18 20:00:00,-0.19544671475887299,16,-0.6927875727415085,4.0,-0.2403522789478302,10.0,-0.37619552214940394,30.0,-0.27672735046063435
2025-11-19 00:00:00,0.1289947373526437,7,-0.8864623308181763,1.0,-0.2605794866879781,3.0,-0.3393490267178369,11.0,-0.06956705715617582
2025-11-19 04:00:00,0.08527919981214735,9,0.8296114802360535,1.0,0.35597396748406546,7.0,0.42362154917742206,17.0,0.24052600285462222
2025-11-19 08:00:00,-0.2177876659802028,14,-0.15006043513615927,6.0,0.001109746369448575,11.0,-0.12224611824897118,31.0,-0.12700589429696135
2025-11-19 12:00:00,0.014295554161071778,20,0.15159808844327927,8.0,-0.03492061908428486,13.0,0.043657674506688726,41.0,0.0254811644491989
2025-11-19 16:00:00,-0.032667671811991726,29,-0.008970538775126139,18.0,-0.42331417798995974,5.0,-0.15498412952569254,52.0,-0.06202698211210691
2025-11-19 20:00:00,0.07901097999678718,18,0.0,6.0,-0.007227355241775512,10.0,0.023927874918337224,34.0,0.03970364962139346
2025-11-20 00:00:00,-0.00845487912495931,9,0.0,1.0,-0.15108237862586976,10.0,-0.05317908591694303,20.0,-0.07934588487949362
2025-11-20 04:00:00,-0.2776915005275181,7,-0.47144442796707153,2.0,0.25510015338659286,8.0,-0.1646785917026656,17.0,-0.04976047835508366
2025-11-20 08:00:00,0.004736403624216716,15,0.0790114240212874,11.0,0.2165786325931549,16.0,0.10010882007955302,42.0,0.1048911866437852
2025-11-20 12:00:00,0.018305271863937378,16,-0.22261257469654083,12.0,0.2054602885246277,25.0,0.0003843285640080796,53.0,0.05203850313320406
2025-11-20 16:00:00,-0.18443824272406728,19,-0.044151135853358676,14.0,-0.19530197779337566,15.0,-0.1412971187902672,48.0,-0.14691608706532863
2025-11-20 20:00:00,0.005015553850116152,33,0.13182875088282994,7.0,-0.35825838645299274,9.0,-0.07380469390668222,49.0,-0.04359206008994636
2025-11-21 00:00:00,0.019965941255742855,11,0.0,0.0,0.3167119473218918,8.0,0.11222596285921155,19.0,0.14491162794416784
2025-11-21 04:00:00,-0.030067049540006198,13,-0.46753790974617004,2.0,0.027388396859169006,10.0,-0.15673885414233577,25.0,-0.04208253977999621
2025-11-21 08:00:00,0.01805281639099121,25,0.0,7.0,0.041951969265937805,8.0,0.020001595218976338,40.0,0.019673404092638718
2025-11-21 12:00:00,-0.0026726910942479185,19,-0.33198114633560183,5.0,-0.12253235114945306,18.0,-0.1523953961931009,42.0,-0.09324450433872451
2025-11-21 16:00:00,-0.016202573478221894,20,-0.042118228398836575,13.0,-0.1170322060585022,5.0,-0.0584510026451869,38.0,-0.03833551233311761
2025-11-21 20:00:00,0.01213199645280838,8,0.3708679676055908,7.0,-0.08595863978068034,6.0,0.09901377475923961,21.0,0.1036847573876511
2025-11-22 00:00:00,0.043567855107156855,19,0.14882895350456238,4.0,-0.013205230236053467,2.0,0.05973052612522192,25.0,0.055867784000937795
2025-11-22 04:00:00,0.11689287424087524,5,0.0,1.0,-0.8182434439659119,3.0,-0.23378352324167886,9.0,-0.20780732873503177
2025-11-22 08:00:00,0.3378468706057622,13,0.0,0.0,0.8767589926719666,2.0,0.40486862109257626,15.0,0.4097018199414549
2025-11-22 12:00:00,-0.0024242246592486344,27,0.0,4.0,-0.036928728222846985,4.0,-0.013117650960698541,35.0,-0.006090542246577018
2025-11-22 16:00:00,0.08143664648135503,24,0.0,3.0,0.8582159876823425,2.0,0.31321754472123253,29.0,0.12658315481556462
2025-11-22 20:00:00,0.006017744541168213,10,0.0,2.0,-0.4494182765483856,4.0,-0.14780017733573914,16.0,-0.10859347873099534
2025-11-23 00:00:00,0.0,11,0.0,0.0,0.0,1.0,0.0,12.0,0.0
2025-11-23 04:00:00,-0.05206418388030108,17,0.0,1.0,-0.056780993938446045,2.0,-0.03628172593958238,20.0,-0.049932655667134195
2025-11-23 08:00:00,0.09581851164499919,15,0.3335099220275879,2.0,-0.3259764313697815,2.0,0.034450667434268535,19.0,0.07643919238032677
2025-11-23 12:00:00,-0.006377961486577988,16,0.2886178096135457,3.0,0.3436751365661621,4.0,0.20863832823104325,23.0,0.09297854740827184
2025-11-23 16:00:00,-0.06793870528539021,24,0.10592243671417237,5.0,0.0,1.0,0.012661243809594052,30.0,-0.03669722476371771
2025-11-23 20:00:00,0.21087422441033757,17,0.0,4.0,-0.9133740365505219,2.0,-0.2341666040467281,23.0,0.07643972787436076
2025-11-24 00:00:00,-0.15955600887537003,8,0.0,2.0,0.09458730901990618,7.0,-0.021656233285154616,17.0,-0.03613746514719072
2025-11-24 04:00:00,0.0,2,-0.23092086613178253,4.0,-0.3834787830710411,8.0,-0.20479988306760788,14.0,-0.2851081233031698
2025-11-24 08:00:00,0.047934167087078094,16,-0.06678809722264607,9.0,-0.02599637508392334,10.0,-0.01495010173983044,35.0,-0.002688855783511715
2025-11-24 12:00:00,0.056669228352033175,26,-0.32623547812302905,12.0,0.1078038840066819,21.0,-0.05392078858810465,59.0,-0.0030092243415775297
2025-11-24 16:00:00,-0.11935190532518469,23,-0.5890109751905713,14.0,0.1959647059440613,10.0,-0.17079939152389825,47.0,-0.19216171093159612
2025-11-24 20:00:00,-0.06293610632419586,20,-0.05652850014822824,7.0,-0.36909976601600647,9.0,-0.16285479082947685,36.0,-0.13823109778564616
2025-11-25 00:00:00,-0.3133749582550742,11,0.10863395929336547,5.0,-0.33039236068725586,4.0,-0.17837778654965486,20.0,-0.21127620924876253
2025-11-25 04:00:00,-0.3770910263061523,5,0.0,1.0,0.2677130202452342,6.0,-0.03645933535363938,12.0,-0.02326475081889243
2025-11-25 08:00:00,0.06117780418956981,17,0.0,5.0,0.5107216238975525,9.0,0.19063314269570744,31.0,0.18182313820911056
2025-11-25 12:00:00,-0.24232064072902387,26,-0.14441909343004228,20.0,0.12830362655222416,16.0,-0.08614536920228066,62.0,-0.11509452421885377
2025-11-25 16:00:00,0.11067188015350929,26,-0.06893463432788849,16.0,0.022172749042510986,17.0,0.021303331622710597,59.0,0.03646527912039084
2025-11-25 20:00:00,-0.20276402510129488,13,0.0,2.0,-0.5865480644362313,7.0,-0.2631040298458421,22.0,-0.3064440351957278
2025-11-26 00:00:00,0.23757187383515493,14,0.30327279567718507,5.0,0.05356686313947042,12.0,0.19813717755060348,31.0,0.17694105058007512
2025-11-26 04:00:00,-0.0007152358690897623,9,-0.9134381115436554,2.0,0.1943627851349967,14.0,-0.23993018742591612,25.0,0.035510625825029146
2025-11-26 08:00:00,0.11327643394470215,15,0.0,6.0,0.3735804259777069,12.0,0.16228561997413635,33.0,0.18733671572817115
2025-11-26 12:00:00,-0.15434530874093375,24,-0.10859675918306623,7.0,0.01664934555689494,12.0,-0.08209757412236836,43.0,-0.09917843200905464
2025-11-26 16:00:00,-0.13680186478987985,23,-0.12200462818145752,8.0,-0.0031724373499552407,18.0,-0.08732631010709756,49.0,-0.08529762830745131
2025-11-26 20:00:00,-0.13504234155019124,15,0.0,5.0,-0.17290515452623367,8.0,-0.1026491653588083,28.0,-0.1217455842230458
2025-11-27 00:00:00,-0.062554270029068,16,0.14996395508448282,6.0,-0.00040117544787270684,14.0,0.029002836535847374,36.0,-0.002963917949965823
2025-11-27 04:00:00,-0.012198219696680704,6,0.15672147274017334,5.0,0.1931440055370331,10.0,0.11255575286017523,21.0,0.12580276664919454
2025-11-27 08:00:00,0.1754913696875939,26,0.30490642786026,5.0,0.31211968339406526,13.0,0.2641724936473064,44.0,0.23056508256808952
2025-11-27 12:00:00,-0.007427708460734441,26,0.039551180142622724,13.0,-0.09805912321264093,22.0,-0.021978550510250883,61.0,-0.030102553909870083
2025-11-27 16:00:00,0.005576507250467936,15,0.29375380277633667,5.0,0.25625371081488474,7.0,0.18519467361389644,27.0,0.12393305915198388
2025-11-27 20:00:00,-0.36098811626434324,10,-0.14871391654014587,6.0,-0.00029474496841430664,4.0,-0.16999892592430113,20.0,-0.22516718197531466
2025-11-28 00:00:00,-0.23285287618637085,4,0.0,1.0,0.17191939055919647,8.0,-0.020311161875724792,13.0,0.034149509183584094
2025-11-28 04:00:00,0.3734717518091202,8,0.5653276443481445,3.0,0.38353302649089266,7.0,0.44077747421605246,18.0,0.4093604516033355
2025-11-28 08:00:00,0.04858909845352173,15,0.2148761795117305,13.0,-0.1001114696264267,8.0,0.05445126944627517,36.0,0.07559264035244395
2025-11-28 12:00:00,0.03160536633088039,26,0.06279375002934383,13.0,-0.2341509828200707,13.0,-0.0465839554866155,52.0,-0.027036625027042176
2025-11-28 16:00:00,-0.014894291758537292,28,-0.4354747384786606,4.0,0.23046255111694336,13.0,-0.07330215970675151,45.0,0.018601645359568014
2025-11-28 20:00:00,0.15777696881975448,14,0.0,4.0,-0.550989106297493,8.0,-0.1310707124925795,26.0,-0.08457828023298455
2025-11-29 00:00:00,-0.1820685068766276,9,0.44842788577079773,2.0,-0.010614275932312012,9.0,0.08524836765395272,20.0,-0.04186446366601082
2025-11-29 04:00:00,-0.05457683404286703,12,0.8279077609380087,3.0,0.19507484138011932,4.0,0.3228019227584203,19.0,0.13732108623404674
2025-11-29 08:00:00,-0.18933738072713216,15,0.0,1.0,-0.10812463363011678,6.0,-0.09915400478574965,22.0,-0.15858220505008458
2025-11-29 12:00:00,0.062869593501091,24,-0.02490452826023102,10.0,0.03714632987976074,2.0,0.025037131706873578,36.0,0.03705882280035575
2025-11-29 16:00:00,-0.1214743764961467,17,-0.22902533411979675,4.0,-0.6198399662971497,3.0,-0.32344655897103103,24.0,-0.20169523474117407
2025-11-29 20:00:00,0.06582368082470363,18,0.1370425522327423,4.0,0.30610018968582153,3.0,0.16965547424775584,25.0,0.10605188127090322
2025-11-30 00:00:00,0.0073641472392612034,9,0.0,1.0,0.0,2.0,0.0024547157464204013,12.0,0.00552311042484331
2025-11-30 04:00:00,0.04580281539396806,11,0.19062229990959167,4.0,0.8611577749252319,2.0,0.36586096340959723,17.0,0.17580210100379165
2025-11-30 08:00:00,-0.020706328061910775,13,-0.8487078547477722,1.0,0.2867096960544586,6.0,-0.19423482891840813,20.0,0.030118402823647767
2025-11-30 12:00:00,-0.07875809924943107,14,-0.4176491413797651,7.0,0.23922626177469888,3.0,-0.0857269929514991,24.0,-0.13785327468532338
2025-11-30 16:00:00,-0.11097443103790283,15,-0.21388466656208038,4.0,0.8757693767547607,1.0,0.18363675971825918,20.0,-0.08221928771199552
2025-11-30 20:00:00,0.05668988327185313,30,-0.19284656975004408,9.0,-0.465290904045105,4.0,-0.20048253017443196,43.0,-0.04409502896126215
2025-12-01 00:00:00,-0.14252589146296182,6,-0.12463532175336565,7.0,0.516285355601992,14.0,0.0830413807952215,27.0,0.2037182361236805
2025-12-01 04:00:00,0.0,2,0.24803875386714935,8.0,0.3064301439693996,14.0,0.1848229659455163,24.0,0.26143050182893685
2025-12-01 08:00:00,-0.21281559020280838,16,0.09939324004309517,7.0,-0.2604857236146927,16.0,-0.12463602459146862,39.0,-0.17633508561576922
2025-12-01 12:00:00,-0.03550654649734497,23,0.06470331278714267,11.0,-0.07302788496017457,25.0,-0.014610372890125622,59.0,-0.032722224617923845
2025-12-01 16:00:00,-0.10762750414701608,26,0.041688735668475814,13.0,-0.016651676760779485,9.0,-0.027530148413106584,48.0,-0.05012972155162398
2025-12-01 20:00:00,0.002858129831460806,26,-0.04485569681440081,7.0,0.3016939014196396,4.0,0.0865654448122332,37.0,0.02613775954957719
2025-12-02 00:00:00,0.11530928886853732,13,0.5707845091819763,1.0,-0.07212348580360413,10.0,0.20465677074896982,24.0,0.056190433578125656
2025-12-02 04:00:00,-0.12980370223522186,4,0.32405757904052734,2.0,0.20792530642615425,9.0,0.1340597277438199,15.0,0.133348540376138
2025-12-02 08:00:00,-0.10199331939220428,20,0.10615898030144828,7.0,0.29225379625956216,15.0,0.09880648572293538,42.0,0.07350127184343981
2025-12-02 12:00:00,-0.16261899222930273,24,0.49723877225603375,7.0,0.40660814113087124,18.0,0.24707597371920076,49.0,0.1407502475762684
2025-12-02 16:00:00,-0.16696824312210082,25,0.04275004863739014,5.0,0.07374842961629231,12.0,-0.016823254956139455,42.0,-0.07322558758899539
2025-12-02 20:00:00,0.11114036043485005,12,-0.33242164850234984,5.0,0.3978249877691269,4.0,0.058847899900542365,21.0,0.06013695396102807
2025-12-03 00:00:00,-0.22614422982389276,11,0.14558503031730652,4.0,0.07749313861131668,8.0,-0.0010220202984231874,23.0,-0.055882665101923225
2025-12-03 04:00:00,-0.23400448669086804,11,-0.28010948896408083,5.0,0.14114171266555786,12.0,-0.12432408766313034,28.0,-0.08146058020066616
2025-12-03 08:00:00,-0.30412887036800385,8,0.4925263325373332,3.0,-0.010092711448669434,10.0,0.05943491690688663,21.0,-0.050303765681699426
2025-12-03 12:00:00,-0.07625412225723266,25,-0.053073234028286405,9.0,-0.22236600342918844,17.0,-0.1172311199049025,51.0,-0.12086733764260636
2025-12-03 16:00:00,-0.08568146493699816,27,0.08327748626470566,8.0,0.5050259470939636,5.0,0.16754065614055705,40.0,0.02194875180172564
2025-12-03 20:00:00,0.12493943373362223,15,0.2493135676934169,13.0,0.40644056688655505,11.0,0.2602311894378647,39.0,0.24579523382853605
2025-12-04 00:00:00,0.11807803312937419,12,-0.01305786200932094,7.0,-0.23123603633471898,7.0,-0.042071955071555235,26.0,-0.011273880413194244
2025-12-04 04:00:00,0.31270800828933715,10,0.0,1.0,-0.024025842547416687,8.0,0.09622738858064016,19.0,0.1544670179457562
2025-12-04 08:00:00,0.06462109088897705,13,-0.268812894821167,3.0,0.22410279512405396,9.0,0.006636997063954671,25.0,0.08202242609557847
2025-12-04 12:00:00,0.018338467925786972,16,0.13073658517428807,14.0,-0.3137940689921379,12.0,-0.05490633863068762,42.0,-0.039090503530050606
2025-12-04 16:00:00,0.07031211976347299,29,-0.06770464964210987,16.0,-0.4866959849993388,6.0,-0.16136283829265854,51.0,-0.038517624132233294
2025-12-04 20:00:00,0.18967543980654547,17,0.06288709640502929,10.0,0.051427321774618964,7.0,0.10132995266206457,34.0,0.1239219027042553
2025-12-05 00:00:00,0.115395188331604,9,0.0,2.0,-0.5359583326748439,14.0,-0.14018771478107997,25.0,-0.2585943983950974
2025-12-05 04:00:00,-0.34644346237182616,10,-0.005127996206283569,4.0,0.3417354085866143,17.0,-0.003278683330498485,31.0,0.07498565602190936
2025-12-05 08:00:00,-0.1113657842982899,11,0.0,0.0,0.20892106162177193,9.0,0.03251842577449401,20.0,0.03276329634935626
2025-12-05 12:00:00,0.10072690780673708,28,0.1206084132194519,10.0,0.11579243703321977,11.0,0.11237591935313625,49.0,0.10816641545034511
2025-12-05 16:00:00,0.005672115346659784,23,0.17243100838227707,11.0,-0.2828367810982924,13.0,-0.034911219123118516,47.0,-0.03509954061167199
2025-12-05 20:00:00,-0.030046445982796804,14,-0.36565570831298827,5.0,0.15108510255813598,10.0,-0.08153901724588304,29.0,-0.025450957223731974
2025-12-06 00:00:00,0.05406579706403944,9,0.46842242777347565,4.0,0.242765282591184,6.0,0.25508450247623304,19.0,0.20088808306360423
2025-12-06 04:00:00,0.17789385410455558,13,0.0,2.0,-0.5088868618011475,5.0,-0.11033100256553063,20.0,-0.01159071027653039
2025-12-06 08:00:00,-0.1385436107714971,12,0.0,0.0,0.8628108501434326,2.0,0.2414224131239785,14.0,0.004507026498844991
2025-12-06 12:00:00,0.12370668422608148,21,-0.2786051630973816,3.0,-0.3171388308207194,3.0,-0.15734576989733984,27.0,0.030022532840488253
2025-12-06 16:00:00,0.1785720020532608,20,0.0,3.0,-0.13255146145820618,5.0,0.015340180198351538,28.0,0.10388152616912034
2025-12-06 20:00:00,0.03735204339027405,20,-0.21181143820285797,4.0,-0.7027367353439331,2.0,-0.29239871005217233,26.0,-0.05791070596595039
2025-12-07 00:00:00,0.04432046413421631,4,0.23479042450586954,3.0,0.8858903050422668,1.0,0.38833373122745085,8.0,0.2209429291109139
2025-12-07 04:00:00,0.09173784404993057,8,0.0,0.0,0.0,0.0,0.030579281349976856,8.0,0.09173784393525826
2025-12-07 08:00:00,0.0362960384005592,21,0.0,0.0,0.8781471848487854,1.0,0.3048144077497815,22.0,0.07456199956885948
2025-12-07 12:00:00,0.00972945370325228,41,0.14365763323647635,7.0,0.0,5.0,0.05112902897990954,53.0,0.026500208192899544
2025-12-07 16:00:00,0.045980321509497504,14,0.0,4.0,-0.11398869752883911,9.0,-0.02266945867311387,27.0,-0.01415458431426078
2025-12-07 20:00:00,0.08531350981105458,11,0.5403165936470031,5.0,-0.3056933113506862,7.0,0.10664559736912382,23.0,0.06522514765432876
2025-12-08 00:00:00,0.2880377968152364,3,-0.3967934846878052,4.0,-0.005228982521937444,13.0,-0.037994890131502077,20.0,-0.03955186603475898
2025-12-08 04:00:00,0.2740548849105835,11,0.34575656056404114,4.0,-0.215881423516707,11.0,0.1346433406526392,26.0,0.07780516603118286
2025-12-08 08:00:00,0.3796873465180397,24,0.0,4.0,0.11897208789984386,12.0,0.16621981147262785,40.0,0.263504034214901
2025-12-08 12:00:00,0.1017509944298688,17,-0.2665373027324677,10.0,0.19827239215373993,10.0,0.011162027950380349,37.0,0.02830048106047264
2025-12-08 16:00:00,0.08954408654460201,27,-0.7341277429035732,7.0,0.018264159560203552,12.0,-0.20877316559958922,46.0,-0.05439204235553032
2025-12-08 20:00:00,0.023179117176267836,18,-0.034672064440591,7.0,-0.0994844219901345,11.0,-0.036992456418152554,36.0,-0.02555024954298036
2025-12-09 00:00:00,0.0924113576228802,13,0.0,3.0,-0.14491798480351767,12.0,-0.01750220906021249,28.0,-0.019202434584026606
2025-12-09 04:00:00,-0.014400765299797058,4,-0.029192335903644562,8.0,-0.2575645096161786,17.0,-0.10038587027320674,29.0,-0.16102546242390092
2025-12-09 08:00:00,0.15303611755371094,13,0.0,5.0,-0.050172668695449826,10.0,0.034287816286087035,28.0,0.05313367288258597
2025-12-09 12:00:00,0.0021530341717504687,31,-0.27331011635916574,7.0,-0.03964997915660634,17.0,-0.10360235378134054,55.0,-0.045826843643526086
2025-12-09 16:00:00,0.07493807822465896,20,-0.13037417332331339,6.0,0.15463926643133163,16.0,0.03306772377755907,42.0,0.07597011396892628
2025-12-09 20:00:00,0.0840323755615636,19,0.08665992319583893,4.0,-0.16680667492059562,13.0,0.001295207945602302,36.0,-0.006256442929225403
2025-12-10 00:00:00,-0.2505159735679626,15,0.0,0.0,-0.0744025468826294,10.0,-0.10830617348353067,25.0,-0.1800706028218011
2025-12-10 04:00:00,-0.12328038045338222,7,0.7332684397697449,1.0,-0.10648761855231391,9.0,0.16783348025468292,17.0,-0.06400486998439453
2025-12-10 08:00:00,0.12904961109161378,5,-0.014057248830795288,6.0,0.06342221299807231,12.0,0.05947152508629694,23.0,0.05747700512501716
2025-12-10 12:00:00,-0.06599314297948565,28,0.12965542574723563,12.0,-0.33325453847646713,16.0,-0.08986408523623905,56.0,-0.10042884837639207
2025-12-10 16:00:00,0.09413827831546466,24,0.19006303946177164,9.0,-0.4431913936579669,27.0,-0.052996691960243536,60.0,-0.1332713598784216
2025-12-10 20:00:00,-0.16057077348232268,20,-0.020323634147644043,8.0,-0.4005532217025757,25.0,-0.19381587644418077,53.0,-0.2526006619408678
2025-12-11 00:00:00,-0.17882938276637683,11,0.25919703642527264,3.0,0.13924872477849323,15.0,0.07320545947912968,29.0,0.031006854145275955
2025-12-11 04:00:00,0.03513249754905701,12,0.0,4.0,0.03352423384785652,16.0,0.02288557713230451,32.0,0.029936803495469386
2025-12-11 08:00:00,-0.08295752451970027,13,0.0,2.0,-0.3315593957901001,10.0,-0.13817230676993345,25.0,-0.1757616709959795
2025-12-11 12:00:00,-0.038891796882335954,26,0.02920736074447632,10.0,-0.3969569653272629,20.0,-0.1355471338217075,56.0,-0.1546116502945556
2025-12-11 16:00:00,0.049085695009965166,26,0.41804537177085876,2.0,-0.40403516726060346,11.0,0.021031966506740163,39.0,-0.05979661603763744
2025-12-11 20:00:00,-0.08075839877128602,10,-0.32319554024272495,9.0,-0.24488936364650726,4.0,-0.2162811008868394,23.0,-0.20416962184529205
